# model_name: gpt-3.5-turbo
# embedding_model_name: 'openai:'
# generate_background: false
# task_started: '2023-09-01 19:29:40.725250'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_obi
# additional_collections:
# - gh_obi
# num_training: null
# num_testing: 50
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_obi_training
#   testing_set_collection: ont_obi_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - definition
# report_path: null
# working_directory: results
# results: null
masked_id	feature_label	expected_definition	feature_aliases	feature_relationships	feature_logical_definition	masked_original_id	predicted_definition	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
MuscleWeaknessAssessment	muscle weakness assessment	A functional assessment of an individual's ability to perform muscle movement to overcome gravity or physical resistence.		[{'predicate': 'subClassOf', 'target': 'FunctionalAssessmentOfIndividual'}]		OBI:0003514	An assessment of the strength and functionality of muscles in an individual.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
TandemStanceAssessment	tandem stance assessment	A limits of stability assessment designed to assess an individual's ability to maintain a stable stance with feet in tandem placement.		[{'predicate': 'subClassOf', 'target': 'LimitsOfStabilityAssessment'}]		OBI:0003524	An assessment that measures an individual's ability to maintain balance in a standing position while the feet are placed heel-to-toe in a tandem arrangement.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ForcedCoughAssessment	forced cough assessment	A functional assessment of an individual's ability to cough forcefully.		[{'predicate': 'subClassOf', 'target': 'FunctionalAssessmentOfIndividual'}]		OBI:0003504	An assessment of an individual's forced cough ability.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SpeechTestAssessment	speech test assessment	A functional assessment of an individual's ability to understandably repeat spoken sentences.		[{'predicate': 'subClassOf', 'target': 'FunctionalAssessmentOfIndividual'}]		OBI:0003505	An assessment that evaluates an individual's speech abilities or performance.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DeepTendonReflexAssessmentOfTheAnkleJoint	deep tendon reflex assessment of the ankle joint	A deep tendon reflex assessment of an individual's reaction to stimulus applied to an ankle joint.		[{'predicate': 'subClassOf', 'target': 'DeepTendonReflexAssessment'}]		OBI:0003537	The assessment of deep tendon reflexes in the ankle joint.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
StanceOnOneFootAssessment	stance on one foot assessment	A limits of stability assessment designed to assess an individual's ability to maintain a stable stance on one foot.		[{'predicate': 'subClassOf', 'target': 'LimitsOfStabilityAssessment'}]		OBI:0003525	An assessment that measures the ability to maintain balance and stability while standing on one foot.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
UpperLimitOfDetection	upper limit of detection	A value specification that specifies the largest concentration/amount of a substance that can be quantified in an analyte assay.		[{'predicate': 'subClassOf', 'target': 'ValueSpecification'}]		OBI:0003548	A specification that represents the upper limit at which a particular test or assay can detect the presence of a target analyte.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
BoneMarrowMicrobiologyAssay	bone marrow microbiology assay	An organism detection assay that detects microorganisms in a bone marrow specimen.		[{'predicate': 'HasSpecifiedInput', 'target': 'BoneMarrowSpecimen'}, {'predicate': 'HasSpecifiedOutput', 'target': 'DataItem'}, {'predicate': 'subClassOf', 'target': 'OrganismDetectionAssay'}]		OBI:0003578	An organism detection assay that detects microorganisms in a bone marrow specimen.	1.0	1.0	1.0	1.0	0.0	1	0	0	0
StanceFeetTogetherAssessment_withEyesClosed	stance feet together assessment, with eyes closed	A limits of stability assessment designed to assess an individual's ability to maintain a stable stance with feet together and eyes closed.		[{'predicate': 'subClassOf', 'target': 'LimitsOfStabilityAssessment'}]		OBI:0003523	An assessment in which the subject stands with their feet together and their eyes closed to measure their limits of stability.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
LowerLimbCoordinationAssessment	lower limb coordination assessment	A limb coordination assessment designed to assess an individual's ability to coordinate lower limb movement.		[{'predicate': 'subClassOf', 'target': 'LimbCoordinationAssessment'}]		OBI:0003532	An assessment of the coordination of the lower limb.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
