# model_name: gpt-3.5-turbo
# embedding_model_name: 'openai:'
# generate_background: false
# task_started: '2023-09-20 15:14:46.970145'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_mp
# additional_collections: null
# num_training: null
# num_testing: 50
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_mp_training
#   testing_set_collection: ont_mp_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - logical_definition
# report_path: null
# working_directory: results
# results: null
id	label	definition	aliases	relationships	logical_definition	original_id	masked_id	feature_label	feature_definition	feature_aliases	feature_relationships	expected_logical_definition	masked_original_id	predicted_logical_definition	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
							AbnormalSpleenBCellFollicleNumber	abnormal spleen B cell follicle number	any anomaly in the number of areas of the white pulp where the affinity maturation of B cells and the generation of memory B cells and plasma cells occur		[{'predicate': 'subClassOf', 'target': 'AbnormalSpleenBCellFollicleMorphology'}]		MP:0014261	[{'predicate': 'rdfs:subClassOf', 'target': 'AbnormalSpleenBCellFollicleMorphology'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							DecreasedInternalDiameterOfTibia	decreased internal diameter of tibia	reduced cross-sectional distance that extends from one lateral edge of the tibia long bone marrow cavity, through its center and to the opposite lateral edge of the bone marrow cavity through the mid point of the tibia		[{'predicate': 'subClassOf', 'target': 'AbnormalTibiaMorphology'}, {'predicate': 'subClassOf', 'target': 'AbnormalLongBoneInternalDiameter'}]		MP:0014292	[{'predicate': 'rdfs:subClassOf', 'target': 'AbnormalTibiaMorphology'}, {'predicate': 'rdfs:subClassOf', 'target': 'AbnormalLongBoneInternalDiameter'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							AbnormalUrineXanthineLevel	abnormal urine xanthine level	any anomaly in the amount in the urine of xanthine (2,6-dihydroxypurine), a purine that is formed in the metabolic breakdown of guanine but is not present in nucleic acids		[{'predicate': 'subClassOf', 'target': 'AbnormalUrineHomeostasis'}]		MP:0031480		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							AbnormalSpontaneousFetalMouthMovement	abnormal spontaneous fetal mouth movement	any anomaly in the spontaneous neuromuscular movements of the mandible and tongue prior to birth		[{'predicate': 'subClassOf', 'target': 'AbnormalStationaryMovement'}, {'predicate': 'subClassOf', 'target': 'AbnormalPrenatalMovement'}]		MP:0031464		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							DecreasedRespiration	decreased respiration	decrease in the movement of gases into and out of the lung		[{'predicate': 'subClassOf', 'target': 'AbnormalRespiration'}]		MP:0014274	[{'predicate': 'rdfs:subClassOf', 'target': 'AbnormalRespiration'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							DisorganizedRetinaNerveFiberLayer	disorganized retina nerve fiber layer	derangement of the normal pattern of the retinal layer formed by expansion of the fibers of the optic nerve		[{'predicate': 'subClassOf', 'target': 'AbnormalRetinaNerveFiberLayerMorphology'}]		MP:0014250		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							DecreasedCirculatingXanthineLevel	decreased circulating xanthine level	a reduced amount of xanthine in the blood compared to the normal state		[{'predicate': 'subClassOf', 'target': 'AbnormalCirculatingXanthineLevel'}]		MP:0031489		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							DecreasedSexGlandSecretion	decreased sex gland secretion	a reduction in the production and/or release of hormones from a cell or a gland of the reproductive system		[{'predicate': 'subClassOf', 'target': 'AbnormalSexGlandSecretion'}]		MP:0014267	[{'predicate': 'rdfs:subClassOf', 'target': 'AbnormalSexGlandSecretion'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							OpenMouth	open mouth	abnormal presence of a permanently or nearly permanently opened mouth		[{'predicate': 'subClassOf', 'target': 'AbnormalMouthShape'}]		MP:0031502		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							IncreasedSexGlandSecretion	increased sex gland secretion	an increase in the production and/or release of hormones from a cell or a gland of the reproductive system		[{'predicate': 'subClassOf', 'target': 'AbnormalSexGlandSecretion'}]		MP:0014268	[{'predicate': 'rdfs:subClassOf', 'target': 'AbnormalSexGlandSecretion'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							AbnormalCorneaSize	abnormal cornea size	deviation from the average range of cornea size for a given organism		[{'predicate': 'subClassOf', 'target': 'AbnormalCorneaMorphology'}]		MP:0031498		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							AbnormalRibosomeAssembly	abnormal ribosome assembly	any anomaly in the process that results in the aggregation, arrangement and bonding together of the mature ribosome and of its subunits		[{'predicate': 'subClassOf', 'target': 'AbnormalRibosomeBiogenesis'}]		MP:0014243	[{'predicate': 'rdfs:subClassOf', 'target': 'AbnormalRibosomeBiogenesis'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							AbnormalAdrenalGlandZonaFasciculataSize	abnormal adrenal gland zona fasciculata size	anomaly in the size of the wide middle zone of the adrenal cortex that produces cortisol		[{'predicate': 'subClassOf', 'target': 'AbnormalAdrenalGlandZonaFasciculataMorphology'}]		MP:0014284		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							AbsentRetinaNerveFiberLayer	absent retina nerve fiber layer	absence of the retinal layer formed by expansion of the fibers of the optic nerve		[{'predicate': 'subClassOf', 'target': 'AbnormalRetinaNerveFiberLayerMorphology'}]		MP:0014251	[{'predicate': 'rdfs:subClassOf', 'target': 'AbsenceOfRetinaNerveFiberLayer'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							DecreasedOvalWindowSize	decreased oval window size	less than average size of the oval opening on the medial wall of the tympanic cavity leading into the vestibule, close to the foot of the stapes		[{'predicate': 'subClassOf', 'target': 'AbnormalOvalWindowMorphology'}]		MP:0031491		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							IncreasedCirculatingHypoxanthineLevel	increased circulating hypoxanthine level	an increased amount of hypoxanthine in the blood compared to the normal state		[{'predicate': 'subClassOf', 'target': 'AbnormalCirculatingHypoxanthineLevel'}]		MP:0031487		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							AbnormalSkeletalMaturation	abnormal skeletal maturation	any anomaly in the series of characteristic changes in size, shape, and calcification occuring in the skeleton from fetal life until puberty that result in the skeleton reaching its full maturity		[{'predicate': 'subClassOf', 'target': 'AbnormalSkeletonDevelopment'}]		MP:0014294	[{'predicate': 'rdfs:subClassOf', 'target': 'AbnormalSkeletonDevelopment'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							IncreasedPairedPulseRatio	increased paired-pulse ratio	increase in the ratio of the amplitude of the second response to the first response in central synapses following activation twice in rapid succession		[{'predicate': 'subClassOf', 'target': 'AbnormalPairedPulseRatio'}]		MP:0014254	[{'predicate': 'rdfs:subClassOf', 'target': 'AbnormalPairedPulseRatio'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							DecreasedUrineXanthineLevel	decreased urine xanthine level	a reduced amount of xanthine in the urine compared to the normal state		[{'predicate': 'subClassOf', 'target': 'AbnormalUrineXanthineLevel'}]		MP:0031481		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							AbnormalAutopodSize	abnormal autopod size	anomaly in the size of the distal elements of the limb		[{'predicate': 'subClassOf', 'target': 'AbnormalAutopodMorphology'}]		MP:0014290	[{'predicate': 'rdfs:subClassOf', 'target': 'AbnormalAutopodMorphology'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							AbnormalMouthShape	abnormal mouth shape	any anomaly in the characteristic surface outline or contour of the mouth of an organism		[{'predicate': 'subClassOf', 'target': 'AbnormalMouthMorphology'}]		MP:0031501		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							PrematureSkeletalMaturation	premature skeletal maturation	earlier than expected age at which the skeleton reaches specific stages of maturation		[{'predicate': 'subClassOf', 'target': 'AbnormalSkeletalMaturation'}]		MP:0014295		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							AbnormalCellularATPLevel	abnormal cellular ATP level	anomaly in the amount of the major energy source adenosine triphosphate inside cells		[{'predicate': 'subClassOf', 'target': 'AbnormalCellMorphology'}, {'predicate': 'subClassOf', 'target': 'AbnormalHomeostasis'}]		MP:0014244		0.0	0.0	0.0	0.0	0.0	0	0	0	0
							IncreasedTumorFreeSurvivalTime	increased tumor-free survival time	increase in the length of time an organism or population of organisms spends free from the signs, symptoms, or occurrence of neoplasms		[{'predicate': 'subClassOf', 'target': 'AbnormalTumorFreeSurvivalTime'}]		MP:0014236	[{'predicate': 'rdfs:subClassOf', 'target': 'AbnormalTumorFreeSurvivalTime'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
							IncreasedOvarySecretion	increased ovary secretion	elevation in the production and/or release of hormones from ovarian tissue		[{'predicate': 'subClassOf', 'target': 'AbnormalOvarySecretion'}, {'predicate': 'subClassOf', 'target': 'IncreasedSexGlandSecretion'}]		MP:0014272	[{'predicate': 'rdfs:subClassOf', 'target': 'AbnormalOvarySecretion'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	0
