# model_name: gpt-4
# embedding_model_name: 'openai:'
# generate_background: true
# task_started: '2023-08-30 20:40:54.315591'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_envo
# num_training: null
# num_testing: 50
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_envo_training
#   testing_set_collection: ont_envo_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - definition
# report_path: null
# working_directory: results
# results: null
masked_id	feature_label	expected_definition	feature_aliases	feature_relationships	feature_logical_definition	masked_original_id	predicted_definition	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
Buoy	buoy	A manufactured product which floats in water and can be used a navigational marker among other purposes.		[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03600085		0.0	0.0	0.0	0.0	0.0	0	0	0	1
PharmacyUnitFacility	pharmacy unit facility	A hospital unit facility which is used to provide pharmacy services.		[{'predicate': 'HasPart', 'target': 'Pharmacy'}, {'predicate': 'subClassOf', 'target': 'HospitalUnitFacility'}]		ENVO:03501171	A distinct entity within a larger healthcare infrastructure, primarily specalized in dispensing medications prescribed by medical practitioners and offering expert medical advice. It includes a pharmacy as a significant part of its operation and is a sub-class of HospitalUnitFacility.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
IntensiveCareUnitRoom	intensive care unit room	A room in which intensive medical care is provided.		[{'predicate': 'PartOf', 'target': 'IntensiveCareUnitFacility'}, {'predicate': 'subClassOf', 'target': 'Room'}]		ENVO:03501155	A specialized section within an Intensive Care Unit Facility, equipped with advanced medical technology and designed to cater to patients with severe or life-threatening illnesses or injuries. It is a subclass of a 'Room' with a focus on providing round-the-clock monitoring and care.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
Famine	famine	An environmental system process during which populations have reduced access to food, causing increased hunger, malnutrition, and consequent mortality.		[{'predicate': 'subClassOf', 'target': 'EnvironmentalSystemProcess'}]		ENVO:03510003	A severe scarcity of food that affects a large number of people in a specific geographical area or region. It is a specific type of process or event that occurs within the environment, often the result of a combination of factors such as drought, crop failure, population imbalance, or government policies.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
MassageTherapyClinic	massage therapy clinic	A medical clinic which is used to provide massage therapy services.		[{'predicate': 'subClassOf', 'target': 'MedicalClinic'}]		ENVO:03501187		0.0	0.0	0.0	0.0	0.0	0	0	0	1
FieldCapacity	field capacity	A concentration of liquid water in soil arrived at after water which is not retained by the soil has drained away.		[{'predicate': 'subClassOf', 'target': 'ConcentrationOfLiquidWaterInSoil'}]		ENVO:06105302	The maximum amount of water that a particular type of soil can retain after excess water has drained away because of gravity.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SwingBridge	swing bridge	A bridge which is movable and has a vertical locating pin as its primary structural support, and a support ring about which it can pivot horizontally.		[{'predicate': 'subClassOf', 'target': 'Bridge'}]		ENVO:03501250	A movable bridge design that features a fixed section and a movable section, called the 'swing span', that can rotate horizontally around a pivot point. This design feature is primarily to allow water vehicles, particularly large ships and boats, to pass through without any hindrance when the bridge is in an open position. It also permits road traffic to continue unhindered when in the closed position. Swing bridges are commonly found in areas where a high waterway traffic is present, such as ports or riverside cities.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
IrradiationByIonizingRadiation	irradiation by ionizing radiation	Irradiation during which a material entity receives energy through ionizing radiation.		[{'predicate': 'HasPart', 'target': 'IonizingRadiation'}, {'predicate': 'subClassOf', 'target': 'Irradiation'}]		ENVO:01003015	A specific form of irradiation that involves the use of ionizing radiation, which includes particles or electromagnetic waves that carry enough energy to ionize atoms or molecules. It is used in various fields such as medical, food processing and research and development, with proper safety measures due to potential health risks.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
Pallet	pallet	A manufactured product which is a flat transport structure that supports goods in a stable fashion while being lifted and/or moved.		[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501268		0.0	0.0	0.0	0.0	0.0	0	0	0	1
PrisonFacility	prison facility	A human construction which is used to forcibly confine humans.		[{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}, {'predicate': 'subClassOf', 'target': 'HumanConstruction'}]		ENVO:03501204	A type of Human Construction designed to house and contain individuals who have committed crimes. It serves as part of the judicial system, offering punishment and rehabilitation for inmates. This facility participates in the Usage of an Environment for Community and Social Services, displaying its social function to rehabilitate and reintegrate inmates back into society.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
