# model_name: nous-hermes-13b
# embedding_model_name: 'openai:'
# generate_background: false
# task_started: '2023-09-06 11:58:28.091916'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_oba
# additional_collections: null
# num_training: null
# num_testing: 50
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_oba_training
#   testing_set_collection: ont_oba_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - relationships
# report_path: null
# working_directory: results
# results: null
masked_id	feature_label	feature_definition	feature_aliases	expected_relationships	feature_logical_definition	masked_original_id	predicted_relationships	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
HeadShape	head shape	The shape of a head.		[{'predicate': 'InheresIn', 'target': 'Head'}, {'predicate': 'subClassOf', 'target': 'HeadMorphologyTrait'}, {'predicate': 'subClassOf', 'target': 'Shape'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Shape'}, {'predicate': 'InheresIn', 'target': 'Head'}]	OBA:2060039	[{'predicate': 'subClassOf', 'target': 'Shape'}, {'predicate': 'InheresIn', 'target': 'Head'}]	1.0	0.6666666666666666	0.8	0.6666666666666666	0.0	2	0	0	1
BloodCobaltAmount	blood cobalt amount	The amount of a cobalt atom when measured in blood.		[{'predicate': 'subClassOf', 'target': 'NutrientLevel'}, {'predicate': 'subClassOf', 'target': 'BloodToxicMetalAmount'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Amount'}, {'predicate': 'InheresIn', 'target': '_:riog00242830'}]	OBA:2050077	[{'predicate': 'subClassOf', 'target': 'CobaltAmount'}, {'predicate': 'subClassOf', 'target': 'BloodMetaboliteAmount'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	2
KneeJointFunctionality	knee joint functionality	The functionality of a knee joint.		[{'predicate': 'InheresIn', 'target': 'KneeJoint'}, {'predicate': 'subClassOf', 'target': 'SynovialJointQuality'}, {'predicate': 'subClassOf', 'target': 'HindlimbJointQuality'}, {'predicate': 'subClassOf', 'target': 'Functionality'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Functionality'}, {'predicate': 'InheresIn', 'target': 'KneeJoint'}]	OBA:2060187	[{'predicate': 'InheresIn', 'target': 'KneeJoint'}, {'predicate': 'subClassOf', 'target': 'Functionality'}]	1.0	0.5	0.6666666666666666	0.5	0.0	2	0	0	2
VitellineVasculatureMorphology	vitelline vasculature morphology	The morphology of a vitelline vasculature.		[{'predicate': 'InheresIn', 'target': 'VitellineVasculature'}, {'predicate': 'subClassOf', 'target': 'VitellineVasculatureQuality'}, {'predicate': 'subClassOf', 'target': 'CardiovascularSystemMorphologyTrait'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Morphology'}, {'predicate': 'InheresIn', 'target': 'VitellineVasculature'}]	OBA:2060160	[{'predicate': 'InheresIn', 'target': 'VitellineVasculature'}, {'predicate': 'subClassOf', 'target': 'Morphology'}]	0.5	0.3333333333333333	0.4	0.25	0.0	1	0	1	2
LysineInBloodAmount	lysine in blood amount	The amount of a lysine when measured in blood.		[{'predicate': 'subClassOf', 'target': 'BloodMetaboliteAmount'}, {'predicate': 'subClassOf', 'target': 'BloodAminoAcidAmount'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Amount'}, {'predicate': 'InheresIn', 'target': '_:riog00238966'}]	OBA:2020005	[{'predicate': 'subClassOf', 'target': 'AminoAcidAmount'}, {'predicate': 'InheresIn', 'target': 'Lysine'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	2
RetinaStructure	retina structure	The structure of a retina.		[{'predicate': 'InheresIn', 'target': 'Retina'}, {'predicate': 'subClassOf', 'target': 'RetinaMorphologyTrait'}, {'predicate': 'subClassOf', 'target': 'Structure'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Structure'}, {'predicate': 'InheresIn', 'target': 'Retina'}]	OBA:2060171	[{'predicate': 'subClassOf', 'target': 'RetinalStructure'}, {'predicate': 'subClassOf', 'target': 'Structure'}]	0.5	0.3333333333333333	0.4	0.25	0.0	1	0	1	2
ChinMorphologyTrait	chin morphology trait	The morphology of a chin.		[{'predicate': 'InheresIn', 'target': 'Chin'}, {'predicate': 'subClassOf', 'target': 'MandibleMorphologyTrait'}, {'predicate': 'subClassOf', 'target': 'FacialMorphologyTrait'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Morphology'}, {'predicate': 'InheresIn', 'target': 'Chin'}]	OBA:2050101	[{'predicate': 'subClassOf', 'target': 'ChinMorphologyTrait'}, {'predicate': 'InheresIn', 'target': 'Chin'}]	0.5	0.3333333333333333	0.4	0.25	0.0	1	0	1	2
ThigmotaxisRate	thigmotaxis rate	The rate of a thigmotaxis.		[{'predicate': 'InheresIn', 'target': 'Thigmotaxis'}, {'predicate': 'subClassOf', 'target': 'LocomotoryBehaviorRate'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Rate'}, {'predicate': 'InheresIn', 'target': 'Thigmotaxis'}]	OBA:2060010	[{'predicate': 'InheresIn', 'target': 'Thigmotaxis'}, {'predicate': 'subClassOf', 'target': 'CellChemotaxisRate'}, {'predicate': 'subClassOf', 'target': 'MovementQuality'}]	0.3333333333333333	0.5	0.4	0.25	0.0	1	0	2	1
SerumAlanineAminotransferaseAmount	serum alanine aminotransferase amount	The amount of a alanine aminotransferase when measured in blood serum.		[{'predicate': 'subClassOf', 'target': 'SerumNonAlbuminProteinAmount'}, {'predicate': 'subClassOf', 'target': 'BloodAlanineTransaminaseAmount'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Amount'}, {'predicate': 'InheresIn', 'target': '_:riog00242545'}]	OBA:2050062	[{'predicate': 'subClassOf', 'target': 'Amount'}, {'predicate': 'InheresIn', 'target': '_:riog00242545'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	2
BloodSodiumBicarbonateAmount	blood sodium bicarbonate amount	The amount of a sodium hydrogencarbonate when measured in blood.		[{'predicate': 'subClassOf', 'target': 'ChemicalInBloodAmount'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Amount'}, {'predicate': 'InheresIn', 'target': '_:riog00243169'}]	OBA:2050094	[{'predicate': 'subClassOf', 'target': 'BloodMetaboliteAmount'}, {'predicate': 'InheresIn', 'target': '_:riog00243169'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	1
FacialMusclePerformance	facial muscle performance	The functionality of a facial muscle.		[{'predicate': 'InheresIn', 'target': 'FacialMuscle'}, {'predicate': 'subClassOf', 'target': 'MuscleOrganFunctionality'}, {'predicate': 'subClassOf', 'target': 'HeadTrait'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Functionality'}, {'predicate': 'InheresIn', 'target': 'FacialMuscle'}]	OBA:2060185	[{'predicate': 'InheresIn', 'target': 'FacialMuscle'}, {'predicate': 'subClassOf', 'target': 'Functionality'}]	0.5	0.3333333333333333	0.4	0.25	0.0	1	0	1	2
HeartWallThickness	heart wall thickness	The thickness of a wall of heart.		[{'predicate': 'InheresIn', 'target': 'WallOfHeart'}, {'predicate': 'subClassOf', 'target': 'AnatomicalStructureSize'}, {'predicate': 'subClassOf', 'target': 'HeartMorphologyTrait'}, {'predicate': 'subClassOf', 'target': 'Thickness'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Thickness'}, {'predicate': 'InheresIn', 'target': 'WallOfHeart'}]	OBA:2050102	[{'predicate': 'subClassOf', 'target': 'ThoraxTrait'}, {'predicate': 'subClassOf', 'target': 'WallOfHeartSize'}, {'predicate': 'subClassOf', 'target': 'Thickness'}]	0.3333333333333333	0.25	0.28571428571428575	0.16666666666666666	0.0	1	0	2	3
AggressiveBehaviorTowardsInanimateObjectsRate	aggressive behavior towards inanimate objects rate	The rate of a aggressive behavior towards inanimate objects.		[{'predicate': 'InheresIn', 'target': 'AggressiveBehaviorTowardsInanimateObjects'}, {'predicate': 'subClassOf', 'target': 'AggressiveBehaviorRate'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Rate'}, {'predicate': 'InheresIn', 'target': 'AggressiveBehaviorTowardsInanimateObjects'}]	OBA:2060000	[{'predicate': 'subClassOf', 'target': 'Rate'}, {'predicate': 'inheresIn', 'target': 'AggressiveBehaviorTowardsInanimateObjects'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	2
SerumAlbuminAmount	serum albumin amount	The amount of a albumin when measured in blood serum.		[{'predicate': 'subClassOf', 'target': 'SerumNonAlbuminProteinAmount'}, {'predicate': 'subClassOf', 'target': 'AmountOfAlbuminInBlood'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Amount'}, {'predicate': 'InheresIn', 'target': '_:riog00242659'}]	OBA:2050068	[{'predicate': 'subClassOf', 'target': 'SerumProteinAmount'}, {'predicate': 'subClassOf', 'target': 'BloodProteinAmount'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	2
BloodZincAmount	blood zinc amount	The amount of a zinc atom when measured in blood.		[{'predicate': 'subClassOf', 'target': 'NutrientLevel'}, {'predicate': 'subClassOf', 'target': 'BloodToxicMetalAmount'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Amount'}, {'predicate': 'InheresIn', 'target': '_:riog00242735'}]	OBA:2050072	[{'predicate': 'subClassOf', 'target': 'BloodMetalAmount'}, {'predicate': 'subClassOf', 'target': 'ZincAtom'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	2
RetinalLayerThickness	retinal layer thickness	The thickness of a layer of retina.		[{'predicate': 'InheresIn', 'target': 'LayerOfRetina'}, {'predicate': 'subClassOf', 'target': 'AnatomicalStructureSize'}, {'predicate': 'subClassOf', 'target': 'RetinalLayerMorphologyTrait'}, {'predicate': 'subClassOf', 'target': 'Thickness'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Thickness'}, {'predicate': 'InheresIn', 'target': 'LayerOfRetina'}]	OBA:2050110	[{'predicate': 'subClassOf', 'target': 'Thickness'}, {'predicate': 'InheresIn', 'target': 'LayerOfRetina'}]	1.0	0.5	0.6666666666666666	0.5	0.0	2	0	0	2
InternalCarotidArteryThickness	internal carotid artery thickness	The thickness of a internal carotid artery.		[{'predicate': 'subClassOf', 'target': 'InternalCarotidArterySize'}, {'predicate': 'subClassOf', 'target': 'CarotidArteryThickness'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Thickness'}, {'predicate': 'InheresIn', 'target': 'InternalCarotidArtery'}]	OBA:2050107	[{'predicate': 'subClassOf', 'target': 'Thickness'}, {'predicate': 'inheresIn', 'target': 'InternalCarotidArtery'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	2
