# model_name: gpt-4
# embedding_model_name: 'openai:'
# generate_background: false
# task_started: '2023-09-02 14:56:33.784508'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_go
# additional_collections: null
# num_training: null
# num_testing: 50
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_go_training
#   testing_set_collection: ont_go_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - definition
# report_path: null
# working_directory: results
# results: null
masked_id	feature_label	expected_definition	feature_aliases	feature_relationships	feature_logical_definition	masked_original_id	predicted_definition	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
CasparianStripAssembly	Casparian strip assembly	The aggregation, arrangement and bonding together of a set of components to form a Casparian strip, a region of plant cell wall specialised to act as a seal to prevent back leakage of secreted material.		[{'predicate': 'PartOf', 'target': 'PlantTypeCellWallAssembly'}, {'predicate': 'ResultsInAssemblyOf', 'target': 'CasparianStrip'}, {'predicate': 'subClassOf', 'target': 'CellularComponentAssembly'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'CellularComponentAssembly'}, {'predicate': 'ResultsInAssemblyOf', 'target': 'CasparianStrip'}]	GO:0160073	The aggregation, arrangement and bonding together of a Casparian strip.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
RadialSpokeBase1	radial spoke base 1	The short portion of the radial spoke 1 (RS1) that is directly anchored to the A microtubule of an axonemal microtubule doublet.		[{'predicate': 'PartOf', 'target': 'RadialSpoke1'}, {'predicate': 'subClassOf', 'target': 'RadialSpokeBase'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'RadialSpokeBase'}, {'predicate': 'PartOf', 'target': 'RadialSpoke1'}]	GO:0120340	subclass of radial spoke base and part of radial spoke 1	0.0	0.0	0.0	0.0	0.0	0	0	1	1
GProteinCoupledChemorepellentReceptorSignalingPathway	G protein-coupled chemorepellent receptor signaling pathway	A G protein-coupled receptor signaling pathway initiated by an opioid binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. cytoskeleton reorganization.		[{'predicate': 'subClassOf', 'target': 'GProteinCoupledReceptorSignalingPathway'}]		GO:0140986	A series of molecular signals initiated by the binding of chemorepellent to the receptor on the surface of a target cell, and mediated by a G-protein coupled receptor.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DisruptionOfExtracellularMatrixOfAnotherOrganism	disruption of extracellular matrix of another organism	The chemical reactions and pathways performed by an organism resulting in the breakdown of the extracellular matrix of another organism.		[{'predicate': 'subClassOf', 'target': 'DisruptionOfCellularAnatomicalStructureInAnotherOrganism'}]		GO:0141041	The process in which a symbiont causes damage to the extracellular matrix within the host organism, often leading to a weakening of structural integrity or altered function.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DisruptionOfAnatomicalStructureInAnotherOrganism	disruption of anatomical structure in another organism	The disruption of an anatomical structure of another organism, leading to damage or temporary subversion of that structure.		[{'predicate': 'subClassOf', 'target': 'BiologicalProcessInvolvedInInterspeciesInteractionBetweenOrganisms'}]		GO:0141060	The process in which an organism effects a change in an anatomical part or cellular component of an organism of different species.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DetoxificationOfAluminumIon	detoxification of aluminum ion	Any process that reduce or remove the toxicity of aluminum ions. These can include transport of the aluminum away from sensitive areas,  sequesteration, or chemical modification to an inert form.		[{'predicate': 'HasPrimaryInput', 'target': 'AluminiumCation'}, {'predicate': 'subClassOf', 'target': 'DetoxificationOfInorganicCompound'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Detoxification'}, {'predicate': 'HasPrimaryInput', 'target': 'AluminiumCation'}]	GO:0140982	Any process that reduces or removes the toxicity of aluminum ions, usually in cells or tissues.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SiRNAMediatedRetrotransposonSilencingByMRNADestabilization	siRNA-mediated retrotransposon silencing by mRNA destabilization	A retrotransposon silencing mechanism in which mRNAs transcribed from transposons are targeted for degradation by a siRNA.		[{'predicate': 'subClassOf', 'target': 'RetrotransposonSilencingByMRNADestabilization'}]		GO:0141011	A siRNA-mediated retrotransposon silencing pathway in which small interfering RNAs (siRNAs) direct the cleavage of target mRNAs that encode retrotransposons. Once incorporated into a RNA-induced silencing complex (RISC), an siRNA will typically direct cleavage by base pairing with perfect or near-perfect complementarity to the target mRNA encoding a retrotransposon.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DisruptionOfCellInAnotherOrganism	disruption of cell in another organism	The disruption of a cell of another organism, leading to damage or temporary subversion of that cell.		[{'predicate': 'subClassOf', 'target': 'DisruptionOfAnatomicalStructureInAnotherOrganism'}]		GO:0141061	The breakdown, malfunctioning, or killing of cells in another organism, sometimes due to activities of a symbiont.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SymbiontMediatedSuppressionOfHostMAPKSignalTransductionPathway	symbiont-mediated suppression of host MAPK signal transduction pathway	A process in which a symbiont interferes with, inhibits or disrupts a MAPK signal transduction pathway in its host organism. The host is defined as the larger of the organisms involved in a symbiotic interaction.		[{'predicate': 'subClassOf', 'target': 'SymbiontMediatedSuppressionOfHostSignalTransductionPathway'}, {'predicate': 'subClassOf', 'target': 'PerturbationOfHostMAPKSignalTransductionPathway'}]		GO:0141070	Suppression of a mitogen-activated protein kinase (MAPK) signal transduction pathway in the larger of the organisms involved in a symbiotic interaction, mediated by the smaller of the organisms involved in a symbiotic interaction.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SymbiontMediatedDetoxificationOfHostGeneratedReactiveOxygenSpecies	symbiont-mediated detoxification of host-generated reactive oxygen species	A process in which a symbiont interferes with, inhibits or disrupts the host reactive oxygen species (ROS)-mediated innate immune response by directly degrading host ROS. The host is defined as the larger of the organisms involved in a symbiotic interaction.		[{'predicate': 'subClassOf', 'target': 'SymbiontDefenseToHostProducedReactiveOxygenSpecies'}]		GO:0141082		0.0	0.0	0.0	0.0	0.0	0	0	0	1
RetrotransposonSilencingByRNADirectedDNAMethylation	retrotransposon silencing by RNA-directed DNA methylation	A retrotransposon silencing mechanism mediated by RNA-directed DNA methylation. RNA-directed DNA methylation is a gene silencing process in which small interfering RNAs (siRNAs) guide DNA methylation to the siRNA-generating genomic loci and other loci that are homologous to the siRNAs for de novo DNA methylation. This results in a heterochromatin assembly, a chromatin conformation that is refractory to transcription.		[{'predicate': 'subClassOf', 'target': 'GeneSilencingByRNADirectedDNAMethylation'}, {'predicate': 'subClassOf', 'target': 'RetrotransposonSilencingByHeterochromatinFormation'}]		GO:0141010	A small RNA-based gene silencing process that is guided by small interfering RNAs (siRNAs) to cause DNA methylation, resulting in the silencing of retrotransposons. Like general RNA-directed DNA methylation, this process involves the biogenesis of siRNAs, the production of scaffold RNAs, and the formation of a guiding complex that recruits de novo DNA methyltransferases to the retrotransposon loci for methylation. This leads to the formation of heterochromatin at these loci and thus transcriptional silencing of the retrotransposons.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DisruptionOfHostExtracellularMatrix	disruption of host extracellular matrix	The chemical reactions and pathways performed by an symbiont resulting in the breakdown of the extracellular matrix of its host.		[{'predicate': 'subClassOf', 'target': 'DisruptionOfExtracellularMatrixOfAnotherOrganism'}]		GO:0141066	The process by which a symbiont breaks down the host's extracellular matrix.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
