# model_name: gpt-4
# embedding_model_name: 'openai:'
# generate_background: true
# task_started: '2023-09-01 09:51:17.906215'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_go
# num_training: null
# num_testing: 50
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_go_training
#   testing_set_collection: ont_go_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - definition
# report_path: null
# working_directory: results
# results: null
masked_id	feature_label	expected_definition	feature_aliases	feature_relationships	feature_logical_definition	masked_original_id	predicted_definition	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
CasparianStripAssembly	Casparian strip assembly	The aggregation, arrangement and bonding together of a set of components to form a Casparian strip, a region of plant cell wall specialised to act as a seal to prevent back leakage of secreted material.		[{'predicate': 'PartOf', 'target': 'PlantTypeCellWallAssembly'}, {'predicate': 'ResultsInAssemblyOf', 'target': 'CasparianStrip'}, {'predicate': 'subClassOf', 'target': 'CellularComponentAssembly'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'CellularComponentAssembly'}, {'predicate': 'ResultsInAssemblyOf', 'target': 'CasparianStrip'}]	GO:0160073	The process where various components come together to form the Casparian strip, a key component in plant root's cell wall that controls the movement of substances in and out of the root.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
RadialSpokeBase1	radial spoke base 1	The short portion of the radial spoke 1 (RS1) that is directly anchored to the A microtubule of an axonemal microtubule doublet.		[{'predicate': 'PartOf', 'target': 'RadialSpoke1'}, {'predicate': 'subClassOf', 'target': 'RadialSpokeBase'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'RadialSpokeBase'}, {'predicate': 'PartOf', 'target': 'RadialSpoke1'}]	GO:0120340	A subset of RadialSpokeBase and a part/component of RadialSpoke1	0.0	0.0	0.0	0.0	0.0	0	0	1	1
GProteinCoupledChemorepellentReceptorSignalingPathway	G protein-coupled chemorepellent receptor signaling pathway	A G protein-coupled receptor signaling pathway initiated by an opioid binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. cytoskeleton reorganization.		[{'predicate': 'subClassOf', 'target': 'GProteinCoupledReceptorSignalingPathway'}]		GO:0140986	A signaling pathway that is initiated by the binding of a chemorepellent substance to a G protein-coupled receptor on the surface of a cell, leading to a series of biochemical events inside the cell. It is a subclass of the G-protein-coupled receptor signaling pathway and is specific in responding to chemorepellent stimuli.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DisruptionOfExtracellularMatrixOfAnotherOrganism	disruption of extracellular matrix of another organism	The chemical reactions and pathways performed by an organism resulting in the breakdown of the extracellular matrix of another organism.		[{'predicate': 'subClassOf', 'target': 'DisruptionOfCellularAnatomicalStructureInAnotherOrganism'}]		GO:0141041	Alterations or disturbance in the framework of proteins and carbohydrates outside of the cells, also known as the extracellular matrix (ECM), in another separate organism, implying inter-species interactions due to various factors such as diseases, infections, external perturbations, or engineered experimental manipulations.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DisruptionOfAnatomicalStructureInAnotherOrganism	disruption of anatomical structure in another organism	The disruption of an anatomical structure of another organism, leading to damage or temporary subversion of that structure.		[{'predicate': 'subClassOf', 'target': 'BiologicalProcessInvolvedInInterspeciesInteractionBetweenOrganisms'}]		GO:0141060	A biological process that involves altering the structure of an organism at an anatomical level due to disease, injury, or various types of interference caused by a different organism.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DetoxificationOfAluminumIon	detoxification of aluminum ion	Any process that reduce or remove the toxicity of aluminum ions. These can include transport of the aluminum away from sensitive areas,  sequesteration, or chemical modification to an inert form.		[{'predicate': 'HasPrimaryInput', 'target': 'AluminiumCation'}, {'predicate': 'subClassOf', 'target': 'DetoxificationOfInorganicCompound'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Detoxification'}, {'predicate': 'HasPrimaryInput', 'target': 'AluminiumCation'}]	GO:0140982	Detoxification of aluminum ion is a specific type of detoxification process where an aluminum ion (AluminiumCation) is neutralized or eliminated from the system. This process falls under the broader category of detoxification of inorganic compounds.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SiRNAMediatedRetrotransposonSilencingByMRNADestabilization	siRNA-mediated retrotransposon silencing by mRNA destabilization	A retrotransposon silencing mechanism in which mRNAs transcribed from transposons are targeted for degradation by a siRNA.		[{'predicate': 'subClassOf', 'target': 'RetrotransposonSilencingByMRNADestabilization'}]		GO:0141011	A sophisticated mechanism in the field of molecular biology, broadly understood as a regulatory process that serves to suppress retrotransposon activity utilizing small interfering RNAs (siRNA). The siRNAs, typically 20-25 nucleotides long, engage with an mRNA molecule corresponding to a retrotransposon, guiding complexes that degrade or destabilize the mRNA. This process prevents the mRNA from being efficiently translated into protein, thus impeding the retrotransposon from copying itself or regaining activity.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DisruptionOfCellInAnotherOrganism	disruption of cell in another organism	The disruption of a cell of another organism, leading to damage or temporary subversion of that cell.		[{'predicate': 'subClassOf', 'target': 'DisruptionOfAnatomicalStructureInAnotherOrganism'}]		GO:0141061	A biological process or event where the normal structure or function of a cell in a target organism is disturbed or interrupted, often due to external factors such as the introduction of a pathogen, exposure to toxins, or other environmental triggers. This disruption can result in various physiological responses, potentially causing disease or other health issues in the host organism.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SymbiontMediatedSuppressionOfHostMAPKSignalTransductionPathway	symbiont-mediated suppression of host MAPK signal transduction pathway	A process in which a symbiont interferes with, inhibits or disrupts a MAPK signal transduction pathway in its host organism. The host is defined as the larger of the organisms involved in a symbiotic interaction.		[{'predicate': 'subClassOf', 'target': 'SymbiontMediatedSuppressionOfHostSignalTransductionPathway'}, {'predicate': 'subClassOf', 'target': 'PerturbationOfHostMAPKSignalTransductionPathway'}]		GO:0141070	An interaction in which a symbiotic organism suppresses or inhibits the Mitogen-activated protein kinases (MAPKs) signal transduction pathway in the host organism. This pathway controls various cellular processes such as cell proliferation, differentiation, apoptosis, and stress response, and its disruption can lead to disease processes. This action is one form of symbiont-host interaction, specifically pertaining to signal transmission disruption in the host, and is a specific type of disruption to the host's MAPK pathway.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SymbiontMediatedDetoxificationOfHostGeneratedReactiveOxygenSpecies	symbiont-mediated detoxification of host-generated reactive oxygen species	A process in which a symbiont interferes with, inhibits or disrupts the host reactive oxygen species (ROS)-mediated innate immune response by directly degrading host ROS. The host is defined as the larger of the organisms involved in a symbiotic interaction.		[{'predicate': 'subClassOf', 'target': 'SymbiontDefenseToHostProducedReactiveOxygenSpecies'}]		GO:0141082		0.0	0.0	0.0	0.0	0.0	0	0	0	1
