# model_name: gpt-3.5-turbo
# embedding_model_name: 'openai:'
# generate_background: false
# task_started: '2023-09-01 21:20:50.104874'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_uberon
# additional_collections: null
# num_training: null
# num_testing: 40
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_uberon_training
#   testing_set_collection: ont_uberon_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - relationships
# report_path: null
# working_directory: results
# results: null
masked_id	feature_label	feature_definition	feature_aliases	expected_relationships	feature_logical_definition	masked_original_id	predicted_relationships	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
Pharynx	pharynx	The pharynx is the part of the digestive system immediately posterior to the mouth[GO].		[{'predicate': 'OnlyInTaxon', 'target': 'Bilateria'}, {'predicate': 'subClassOf', 'target': 'SubdivisionOfDigestiveTract'}]		UBERON:0006562	[{'predicate': 'PartOf', 'target': 'DigestiveSystem'}, {'predicate': 'subClassOf', 'target': 'AnatomicalStructure'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	2
ParaspinalRegion	paraspinal region	The region of the body adjacent to the vertebral column.		[{'predicate': 'OnlyInTaxon', 'target': 'Vertebrata_vertebrates_'}, {'predicate': 'subClassOf', 'target': 'PosteriorRegionOfBody'}]		UBERON:8480060	[{'predicate': 'PartOf', 'target': 'VertebralColumn'}, {'predicate': 'subClassOf', 'target': 'RegionOfBody'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	2
SubsegmentalBronchus	subsegmental bronchus	Branch of conducting airway between a segmental bronchus and a preterminal bronchiole.		[{'predicate': 'PartOf', 'target': 'System'}, {'predicate': 'PartOf', 'target': 'LobeOfLung'}, {'predicate': 'PartOf', 'target': 'BronchopulmonarySegment'}, {'predicate': 'HasPart', 'target': 'CartilageOfBronchus'}, {'predicate': 'HasPart', 'target': 'BronchusSmoothMuscle'}, {'predicate': 'HasPart', 'target': 'LungMesenchyme'}, {'predicate': 'HasPart', 'target': 'BronchusSubmucosalGland'}, {'predicate': 'ProximallyConnectedTo', 'target': 'SegmentalBronchus'}, {'predicate': 'subClassOf', 'target': 'IntrapulmonaryBronchus'}]		UBERON:8600009	[{'predicate': 'PartOf', 'target': 'SegmentalBronchus'}, {'predicate': 'DistallyConnectedTo', 'target': 'PreterminalBronchiole'}, {'predicate': 'subClassOf', 'target': 'ConductingAirway'}]	0.0	0.0	0.0	0.0	0.0	0	0	3	9
SubiliacLymphNode	subiliac lymph node	A lymph node located inferior to the ilium.		[{'predicate': 'subClassOf', 'target': 'ParietalPelvicLymphNode'}]		UBERON:8480045	[{'predicate': 'subClassOf', 'target': 'LymphNode'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
VisceralStriatedMuscleTissue	visceral striated muscle tissue	A striated muscle tissue that is associated with soft internal organs (viscera).		[{'predicate': 'subClassOf', 'target': 'StriatedMuscleTissue'}, {'predicate': 'subClassOf', 'target': 'VisceralMuscleTissue'}]		UBERON:8600006	[{'predicate': 'LocatedIn', 'target': 'VisceralOrgan'}, {'predicate': 'subClassOf', 'target': 'StriatedMuscleTissue'}]	0.5	0.5	0.5	0.3333333333333333	0.0	1	0	1	1
VisceralTransverselyStriatedMuscleTissue	visceral transversely striated muscle tissue	A striated visceral muscle tissue that has a transverse striation.		[{'predicate': 'subClassOf', 'target': 'VisceralStriatedMuscleTissue'}]		UBERON:8600007	[{'predicate': 'HasCharacteristic', 'target': 'TransverseStriation'}, {'predicate': 'subClassOf', 'target': 'StriatedVisceralMuscleTissue'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	1
LongBoneCartilageElement	long bone cartilage element	A skeletal element that is part of a long bone and composed of cartilage tissue.		[{'predicate': 'PartOf', 'target': 'LongBone'}, {'predicate': 'subClassOf', 'target': 'CartilageElement'}]		UBERON:8480044	[{'predicate': 'PartOf', 'target': 'LongBone'}, {'predicate': 'ComposedPrimarilyOf', 'target': 'CartilageTissue'}, {'predicate': 'subClassOf', 'target': 'SkeletalElement'}]	0.3333333333333333	0.5	0.4	0.25	0.0	1	0	2	1
PosteriorSectorOfRightLobeOfLiver	posterior sector of right lobe of liver	The posterior sector of the right lobe of the liver.		[{'predicate': 'PartOf', 'target': 'RightLobeOfLiver'}, {'predicate': 'subClassOf', 'target': 'AnatomicalEntity_UBERON:0001062'}]		UBERON:8600015	[{'predicate': 'PartOf', 'target': 'RightLobeOfLiver'}, {'predicate': 'subClassOf', 'target': 'SectorOfLiver'}]	0.5	0.5	0.5	0.3333333333333333	0.0	1	0	1	1
PericardialRegion	pericardial region	The region of the body adjacent to the pericardium and heart.		[{'predicate': 'subClassOf', 'target': 'SubdivisionOfTrunk'}]		UBERON:8480061	[{'predicate': 'PartOf', 'target': 'Body'}, {'predicate': 'AdjacentTo', 'target': 'Pericardium'}, {'predicate': 'AdjacentTo', 'target': 'Heart'}]	0.0	0.0	0.0	0.0	0.0	0	0	3	1
SubmucosalGlandCollectingDuct	submucosal gland collecting duct	A non-secretory tubular structure in the submucosal gland where secretions are collected before flowing towards the surface epithelium.		[{'predicate': 'PartOf', 'target': 'SubmucosalGland'}, {'predicate': 'subClassOf', 'target': 'Duct'}]		UBERON:8600013	[{'predicate': 'PartOf', 'target': 'SubmucosalGland'}, {'predicate': 'subClassOf', 'target': 'Duct'}]	1.0	1.0	1.0	1.0	0.0	2	0	0	0
