# model_name: gpt-3.5-turbo
# embedding_model_name: 'openai:'
# generate_background: false
# task_started: '2023-09-02 00:38:35.669722'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_uberon
# additional_collections:
# - gh_uberon
# num_training: null
# num_testing: 40
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_uberon_training
#   testing_set_collection: ont_uberon_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - definition
# report_path: null
# working_directory: results
# results: null
masked_id	feature_label	expected_definition	feature_aliases	feature_relationships	feature_logical_definition	masked_original_id	predicted_definition	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
Pharynx	pharynx	The pharynx is the part of the digestive system immediately posterior to the mouth[GO].		[{'predicate': 'OnlyInTaxon', 'target': 'Bilateria'}, {'predicate': 'subClassOf', 'target': 'SubdivisionOfDigestiveTract'}]		UBERON:0006562	A tubular structure that is part of the digestive tract and extends from the mouth to the esophagus or the esophagus to the anus in animals of the phylum Bilateria.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ParaspinalRegion	paraspinal region	The region of the body adjacent to the vertebral column.		[{'predicate': 'OnlyInTaxon', 'target': 'Vertebrata_vertebrates_'}, {'predicate': 'subClassOf', 'target': 'PosteriorRegionOfBody'}]		UBERON:8480060	The region of the body located on either side of the vertebral column, extending from the cervical to the sacral region.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SubsegmentalBronchus	subsegmental bronchus	Branch of conducting airway between a segmental bronchus and a preterminal bronchiole.		[{'predicate': 'PartOf', 'target': 'System'}, {'predicate': 'PartOf', 'target': 'LobeOfLung'}, {'predicate': 'PartOf', 'target': 'BronchopulmonarySegment'}, {'predicate': 'HasPart', 'target': 'CartilageOfBronchus'}, {'predicate': 'HasPart', 'target': 'BronchusSmoothMuscle'}, {'predicate': 'HasPart', 'target': 'LungMesenchyme'}, {'predicate': 'HasPart', 'target': 'BronchusSubmucosalGland'}, {'predicate': 'ProximallyConnectedTo', 'target': 'SegmentalBronchus'}, {'predicate': 'subClassOf', 'target': 'IntrapulmonaryBronchus'}]		UBERON:8600009	Branch of conducting airway between the segmental bronchus and the preterminal bronchiole. The wall contains plates of cartilage and submucosal glands.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SubiliacLymphNode	subiliac lymph node	A lymph node located inferior to the ilium.		[{'predicate': 'subClassOf', 'target': 'ParietalPelvicLymphNode'}]		UBERON:8480045	Lymph node of the abdominal wall situated subcutaneously (embedded in fat) on the lateral and on the ventral side of the abdominal wall. [https://lib.dr.iastate.edu/cgi/viewcontent.cgi?article=2350&context=iowastate_veterinarian]	0.0	0.0	0.0	0.0	0.0	0	0	1	1
VisceralStriatedMuscleTissue	visceral striated muscle tissue	A striated muscle tissue that is associated with soft internal organs (viscera).		[{'predicate': 'subClassOf', 'target': 'StriatedMuscleTissue'}, {'predicate': 'subClassOf', 'target': 'VisceralMuscleTissue'}]		UBERON:8600006	A type of muscle tissue that is associated with internal organs (viscera) and has a striated appearance.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
VisceralTransverselyStriatedMuscleTissue	visceral transversely striated muscle tissue	A striated visceral muscle tissue that has a transverse striation.		[{'predicate': 'subClassOf', 'target': 'VisceralStriatedMuscleTissue'}]		UBERON:8600007	Visceral muscle tissue that is transversely striated.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
LongBoneCartilageElement	long bone cartilage element	A skeletal element that is part of a long bone and composed of cartilage tissue.		[{'predicate': 'PartOf', 'target': 'LongBone'}, {'predicate': 'subClassOf', 'target': 'CartilageElement'}]		UBERON:8480044	A cartilage element that is part of a long bone [Automatically generated definition].	0.0	0.0	0.0	0.0	0.0	0	0	1	1
PosteriorSectorOfRightLobeOfLiver	posterior sector of right lobe of liver	The posterior sector of the right lobe of the liver.		[{'predicate': 'PartOf', 'target': 'RightLobeOfLiver'}, {'predicate': 'subClassOf', 'target': 'AnatomicalEntity_UBERON:0001062'}]		UBERON:8600015	The posterior sector of the right lobe of the liver.	1.0	1.0	1.0	1.0	0.0	1	0	0	0
PericardialRegion	pericardial region	The region of the body adjacent to the pericardium and heart.		[{'predicate': 'subClassOf', 'target': 'SubdivisionOfTrunk'}]		UBERON:8480061	The region of the body adjacent to the pericardium and heart.	1.0	1.0	1.0	1.0	0.0	1	0	0	0
SubmucosalGlandCollectingDuct	submucosal gland collecting duct	A non-secretory tubular structure in the submucosal gland where secretions are collected before flowing towards the surface epithelium.		[{'predicate': 'PartOf', 'target': 'SubmucosalGland'}, {'predicate': 'subClassOf', 'target': 'Duct'}]		UBERON:8600013	A collecting duct of a submucosal gland.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
