# model_name: gpt-4
# embedding_model_name: 'openai:'
# generate_background: false
# task_started: '2023-09-04 15:41:22.929757'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_hp
# additional_collections: null
# num_training: null
# num_testing: 50
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_hp_training
#   testing_set_collection: ont_hp_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - definition
# report_path: null
# working_directory: results
# results: null
masked_id	feature_label	expected_definition	feature_aliases	feature_relationships	feature_logical_definition	masked_original_id	predicted_definition	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
ElevatedCirculatingSSulfocysteineConcentration	Elevated circulating S-sulfocysteine concentration	Concentration of S-sulfocysteine in the blood circulation above the upper limit of normal.		[{'predicate': 'subClassOf', 'target': 'AbnormalCirculatingNonProteinogenicAminoAcidConcentration'}]		HP:0034745	An abnormally increased level of S-sulfocysteine in the blood circulation.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ElevatedCirculatingDOPAConcentration	Elevated circulating DOPA concentration	Concentration of DOPA (3,4-dihydroxyphenylalanine) in the blood circulation above the upper limit of normal.		[{'predicate': 'subClassOf', 'target': 'AbnormalCirculatingMonocarboxylicAcidConcentration'}]		HP:0034604	An increased concentration of DOPA in the blood circulation.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AplasiaOfPosteriorCommunicatingArtery	Aplasia of posterior communicating artery	A developmental anomnaly characterized by the lack of development of the posterior communicating artery.		[{'predicate': 'subClassOf', 'target': 'AbnormalPosteriorCirculatingArteryMorphology'}]		HP:0034566	A developmental defect causing absence of the posterior communicating artery.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DecreasedUrineGuanidinoaceticAcidLevel	Decreased urine guanidinoacetic acid level	The concentration of guanidinoacetic acid in the urine, normalized for urine concentration, is below the lower limit of normal.		[{'predicate': 'subClassOf', 'target': 'IncreasedUrineProteinogenicAminoAcidDerivativeLevel'}]		HP:0034888	A decrease in the urine level of guanidinoacetic acid, a metabolic product of arginine.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ReducedEpidermalPlectinProteinExpression	Reduced epidermal plectin protein expression			[{'predicate': 'subClassOf', 'target': 'AbnormalEpidermalProteinExpression'}]		HP:0034580	Reduced epidermal plectin protein expression	0.0	0.0	0.0	0.0	0.0	0	0	1	0
EyelidPain	Eyelid pain	An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the eyelid.		[{'predicate': 'subClassOf', 'target': 'Pain'}, {'predicate': 'subClassOf', 'target': 'AbnormalEyelidPhysiology'}]		HP:0034808	Pain experienced in the eyelid.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
IrisNodule	Iris nodule	The presence of a nodule (small rounded lump of tissue) in the iris.		[{'predicate': 'subClassOf', 'target': 'AbnormalityIrisMorphology'}]		HP:0034819		0.0	0.0	0.0	0.0	0.0	0	0	0	1
DermalImmuneComplexDeposition	Dermal immune complex deposition	Accumulation of antigen-bound antibody in the skin.		[{'predicate': 'subClassOf', 'target': 'AbnormalityOfSkinMorphology'}]		HP:0034643	The presence of immune complexes in the dermis.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ReducedAromataseActivity	Reduced aromatase activity	Enzyme activity of aromatase below the lower limit of normal.		[{'predicate': 'subClassOf', 'target': 'AbnormalAromataseActivity'}]		HP:0034700	A reduction in the activity of aromatase, an enzyme that converts androgens into estrogens.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ExacerbatedByPhenytoinExposure	Exacerbated by phenytoin exposure	Applied to a sign or symptom that is worsened by administration of phenytoin.		[{'predicate': 'subClassOf', 'target': 'AggravatedByExposureToMedication'}]		HP:4000132	Applied to a sign or symptom that is worsened by ingestion of phenytoin.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
