# model_name: gpt-4
# embedding_model_name: 'openai:'
# generate_background: true
# task_started: '2023-09-01 08:26:16.059216'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_obi
# num_training: null
# num_testing: 50
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_obi_training
#   testing_set_collection: ont_obi_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - definition
# report_path: null
# working_directory: results
# results: null
masked_id	feature_label	expected_definition	feature_aliases	feature_relationships	feature_logical_definition	masked_original_id	predicted_definition	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
MuscleWeaknessAssessment	muscle weakness assessment	A functional assessment of an individual's ability to perform muscle movement to overcome gravity or physical resistence.		[{'predicate': 'subClassOf', 'target': 'FunctionalAssessmentOfIndividual'}]		OBI:0003514	A process aimed towards evaluating the strength or weakness of a person's muscles. It could include physical examinations by a healthcare provider, strength testing procedures, or specific medical tests that gauge muscle power. Used to identify underlying physical conditions or illnesses, monitor the progress of a rehabilitation or physical therapy regime, or ascertain the overall state of a person's muscular health.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
TandemStanceAssessment	tandem stance assessment	A limits of stability assessment designed to assess an individual's ability to maintain a stable stance with feet in tandem placement.		[{'predicate': 'subClassOf', 'target': 'LimitsOfStabilityAssessment'}]		OBI:0003524	A specialized form of evaluation designed to gauge the stability and balance of an individual, specifically when one foot is directly in front of the other in a straight line. It is a sub-class of Limits of Stability Assessments and is used to identify problems related to reducing mobility, the risk of falls, and instability in various populations.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ForcedCoughAssessment	forced cough assessment	A functional assessment of an individual's ability to cough forcefully.		[{'predicate': 'subClassOf', 'target': 'FunctionalAssessmentOfIndividual'}]		OBI:0003504	A detailed analysis tool used to evaluate a person's ability to cough forcefully. It is used in physical therapy, respiratory therapy, and occasionally in nursing and medicine to diagnose or monitor certain respiratory health conditions. The procedure involves making an individual cough as hard as they can after taking a deep breath, with the characteristics of the cough being observed and analysed. It forms an important part of a comprehensive functional assessment of an individual where the respiratory system and related muscles' condition needs key attention.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SpeechTestAssessment	speech test assessment	A functional assessment of an individual's ability to understandably repeat spoken sentences.		[{'predicate': 'subClassOf', 'target': 'FunctionalAssessmentOfIndividual'}]		OBI:0003505	A specialized evaluation procedure that measures a person's ability to produce sounds, language, and speech effectively. It is a form of functional assessment that analyzes and understands an individual's verbal communication skills and capabilities and is interpreted by a qualified speech-language pathologist or a related professional for suitable treatment plan development	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DeepTendonReflexAssessmentOfTheAnkleJoint	deep tendon reflex assessment of the ankle joint	A deep tendon reflex assessment of an individual's reaction to stimulus applied to an ankle joint.		[{'predicate': 'subClassOf', 'target': 'DeepTendonReflexAssessment'}]		OBI:0003537	A standard procedure used in medical and clinical settings to evaluate neurologic function by stimulating the Achilles tendon of the ankle. This involves tapping the tendon with a reflex hammer to provoke a response. It helps determine the integrity of certain neurological structures and pathways, including the peripheral and central nervous system and can be useful in diagnosing various conditions that may affect the nervous system such as multiple sclerosis, peripheral neuropathy or damage to the spinal cord.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
StanceOnOneFootAssessment	stance on one foot assessment	A limits of stability assessment designed to assess an individual's ability to maintain a stable stance on one foot.		[{'predicate': 'subClassOf', 'target': 'LimitsOfStabilityAssessment'}]		OBI:0003525	A health-related assessment meant to determine the balance limits and stability of an individual by having them stand on one foot. This is used measure the strength, agility, flexibility, and proprioception - the sense of body awareness - of the individual and help identify potential susceptibilities to injuries. It is particularly beneficial in physiotherapy and sports science.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
UpperLimitOfDetection	upper limit of detection	A value specification that specifies the largest concentration/amount of a substance that can be quantified in an analyte assay.		[{'predicate': 'subClassOf', 'target': 'ValueSpecification'}]		OBI:0003548	The highest value of a variable or parameter that an analyzing or testing system can accurately detect or measure. The scope and validity of such values depend on the specific system, variables, measurement methods, and other relevant factors. It is a subtype of 'Value Specification', having broader implications including different modes and standards of value specification.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
BoneMarrowMicrobiologyAssay	bone marrow microbiology assay	An organism detection assay that detects microorganisms in a bone marrow specimen.		[{'predicate': 'HasSpecifiedInput', 'target': 'BoneMarrowSpecimen'}, {'predicate': 'HasSpecifiedOutput', 'target': 'DataItem'}, {'predicate': 'subClassOf', 'target': 'OrganismDetectionAssay'}]		OBI:0003578	An organism detection assay that detects microorganisms in a bone marrow specimen.	1.0	1.0	1.0	1.0	0.0	1	0	0	0
StanceFeetTogetherAssessment_withEyesClosed	stance feet together assessment, with eyes closed	A limits of stability assessment designed to assess an individual's ability to maintain a stable stance with feet together and eyes closed.		[{'predicate': 'subClassOf', 'target': 'LimitsOfStabilityAssessment'}]		OBI:0003523	A specific evaluation under the 'Limits of Stability Assessment' that primarily measures a person's ability to maintain balance with their feet together and eyes closed. It aids in the diagnosis of balance disorders, monitors disease progression, and designs appropriate rehabilitation programs.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
LowerLimbCoordinationAssessment	lower limb coordination assessment	A limb coordination assessment designed to assess an individual's ability to coordinate lower limb movement.		[{'predicate': 'subClassOf', 'target': 'LimbCoordinationAssessment'}]		OBI:0003532	A specific kind of limb coordination assessment that focuses on the lower extremities like the hips, thighs, legs, ankles, and feet. It evaluates the quality of movements, balance, ability to perform tasks, strength, and flexibility of the lower limbs. It is used from diagnosis of neuromuscular diseases or injuries to evaluation of recovery progress in physiotherapy or rehabilitation settings.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
