# model_name: gpt-3.5-turbo
# embedding_model_name: 'openai:'
# generate_background: true
# task_started: '2023-08-30 11:59:19.995447'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_mondo
# num_training: null
# num_testing: 50
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_mondo_training
#   testing_set_collection: ont_mondo_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - definition
# report_path: null
# working_directory: results
# results: null
masked_id	feature_label	expected_definition	feature_aliases	feature_relationships	feature_logical_definition	masked_original_id	predicted_definition	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
XLinkedIntellectualDisabilityDueToGRIA3Anomalies	X-linked intellectual disability due to GRIA3 anomalies			[{'predicate': 'subClassOf', 'target': 'CongenitalNervousSystemDisorder'}, {'predicate': 'subClassOf', 'target': 'MultipleCongenitalAnomaliesDysmorphicSyndromeIntellectualDisability'}, {'predicate': 'subClassOf', 'target': 'XLinkedSyndromicIntellectualDisability'}]		MONDO:0018222	X-linked intellectual disability due to GRIA3 anomalies is a specific subtype of intellectual disability that is inherited in an X-linked manner and is caused by abnormalities in the GRIA3 gene. This condition falls under the broader category of Congenital Nervous System Disorders and is also classified as a Multiple Congenital Anomalies Dysmorphic Syndrome with Intellectual Disability.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
SyndromicBiliaryAtresia	syndromic biliary atresia			[{'predicate': 'subClassOf', 'target': 'SyndromicDisease'}, {'predicate': 'subClassOf', 'target': 'BiliaryAtresia_MONDO:0008867'}]		MONDO:0034661	A subtype of biliary atresia associated with additional features or abnormalities not typically observed in classical biliary atresia	0.0	0.0	0.0	0.0	0.0	0	0	1	0
LethalMultipleCongenitalAnomaliesDysmorphicSyndrome	lethal multiple congenital anomalies/dysmorphic syndrome			[{'predicate': 'subClassOf', 'target': 'MultipleCongenitalAnomaliesDysmorphicSyndrome'}]		MONDO:0018731	An instance of multiple congenital anomalies/dysmorphic syndrome that is associated with a high risk of mortality in infancy or early childhood.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
FatalInfantileHypertrophicCardiomyopathyDueToMitochondrialComplexIDeficiency	fatal infantile hypertrophic cardiomyopathy due to mitochondrial complex I deficiency			[{'predicate': 'subClassOf', 'target': 'HypertrophicCardiomyopathy'}]		MONDO:0017336	Fatal infantile hypertrophic cardiomyopathy due to mitochondrial complex I deficiency is a specific subtype of hypertrophic cardiomyopathy characterized by severe and potentially life-threatening heart complications that usually present in infancy. This condition is caused by a deficiency in mitochondrial complex I, a crucial enzyme complex involved in energy production within cells.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
InheritedSkinTumor	inherited skin tumor			[{'predicate': 'HasCharacteristic', 'target': 'Rare'}, {'predicate': 'subClassOf', 'target': 'SkinNeoplasm'}, {'predicate': 'subClassOf', 'target': 'HereditarySkinDisorder'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Neoplasm_MONDO:0005070'}, {'predicate': 'HasCharacteristic', 'target': 'Inherited'}, {'predicate': 'DiseaseHasLocation', 'target': 'ZoneOfSkin'}]	MONDO:0015950		0.0	0.0	0.0	0.0	0.0	0	0	0	0
LeukoencephalopathyWithVanishingWhiteMatter	leukoencephalopathy with vanishing white matter	A new leukoencephalopathy, the CACH syndrome (Childhood Ataxia with Central nervous system Hypomyelination) or VWM (Vanishing White Matter) was identified on clinical and MRI criteria. Classically, this disease is characterized by (1) an onset between 2 and 5 years of age, with a cerebello-spastic syndrome exacerbated by episodes of fever or head trauma leading to death after 5 to 10 years of disease evolution, (2) a diffuse involvement of the white matter on cerebral MRI with a CSF-like signal intensity (cavitation), (3) a recessive autosomal mode of inheritance, (4) neuropathologic findings consistent with a cavitating orthochromatic leukodystrophy with increased number of oligodendrocytes with sometimes ``foamy'' aspect.		[{'predicate': 'subClassOf', 'target': 'Leukodystrophy'}]		MONDO:0011380	A leukodystrophy characterized by the progressive loss of white matter in the brain.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
SynapticCongenitalMyasthenicSyndrome	synaptic congenital myasthenic syndrome			[{'predicate': 'subClassOf', 'target': 'CongenitalMyasthenicSyndrome'}]		MONDO:0020346		0.0	0.0	0.0	0.0	0.0	0	0	0	0
AutosomalRecessiveComplexSpasticParaplegia	autosomal recessive complex spastic paraplegia	Autosomal recessive form of complex hereditary spastic paraplegia.		[{'predicate': 'subClassOf', 'target': 'AutosomalRecessiveDisease'}, {'predicate': 'subClassOf', 'target': 'ComplexHereditarySpasticParaplegia'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'ComplexHereditarySpasticParaplegia'}, {'predicate': 'HasCharacteristic', 'target': 'AutosomalRecessiveInheritance'}]	MONDO:0015089	Autosomal recessive form of complex hereditary spastic paraplegia.	1.0	1.0	1.0	1.0	0.0	1	0	0	0
SyndromicCornealDystrophy	syndromic corneal dystrophy	A corneal dystrophy (disease) that is part of a larger syndrome.		[{'predicate': 'subClassOf', 'target': 'SyndromicDisease'}, {'predicate': 'subClassOf', 'target': 'CornealDystrophy'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'CornealDystrophy'}, {'predicate': 'HasCharacteristic', 'target': 'HasASyndromicPresentation'}]	MONDO:0020215	A syndromic form of corneal dystrophy.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AutosomalRecessiveLymphoproliferativeDisease	autosomal recessive lymphoproliferative disease	A rare combined T and B cell immunodeficiency with a predisposition to lymphoproliferative syndrome. It is characterized by persistent symptomatic EBV-viremia and hypogammaglobulinemia variably presenting with fever, lymphadenopathy and systemic inflammatory conditions including hepatitis, pneumonia and sepsis. It may be associated with lymphoma, hemophagocytic lymphohistiocytosis, and aplastic anemia.		[{'predicate': 'subClassOf', 'target': 'LymphoproliferativeSyndrome'}]		MONDO:0016536	Any lymphoproliferative syndrome that is inherited in an autosomal recessive pattern.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
Acrokeratoderma	acrokeratoderma			[{'predicate': 'subClassOf', 'target': 'EpidermalDisease'}]		MONDO:0019271	A type of epidermal disease characterized by the abnormal thickening of the skin on the palms of the hands and soles of the feet.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
AnomalyOfPubertyOrAndMenstrualCycle	anomaly of puberty or/and menstrual cycle			[{'predicate': 'subClassOf', 'target': 'FemaleReproductiveSystemDisorder'}]		MONDO:0015860	Anomaly or disorder affecting the normal development and functioning of the female reproductive system during puberty or menstrual cycles.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
AcrodysostosisWithMultipleHormoneResistance	acrodysostosis with multiple hormone resistance			[{'predicate': 'subClassOf', 'target': 'Polyendocrinopathy'}, {'predicate': 'subClassOf', 'target': 'MandibulofacialDysostosis'}, {'predicate': 'subClassOf', 'target': 'AcrofacialDysostosis'}, {'predicate': 'subClassOf', 'target': 'HereditaryOtorhinolaryngologicDisease'}]		MONDO:0017240	A rare genetic disorder characterized by abnormal bone development, distinctive facial features, and resistance to multiple hormones. It is related to polyendocrinopathy, mandibulofacial dysostosis, acrofacial dysostosis, and hereditary otorhinolaryngologic disease.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
46XXDisorderOfSexDevelopmentInducedByMaternalDerivedAndrogen	46,XX disorder of sex development induced by maternal-derived androgen			[{'predicate': 'subClassOf', 'target': '46XXDisorderOfSexDevelopmentInducedByAndrogensExcess'}]		MONDO:0019608	The 46,XX disorder of sex development induced by maternal-derived androgen is a specific subclass of 46XX disorder of sex development induced by androgens excess. It is characterized by atypical fetal development of the reproductive system due to an excess of androgens obtained from the mother. The condition presents with a range of phenotypic variations and requires comprehensive diagnostic evaluation and individualized management.	0.0	0.0	0.0	0.0	0.0	0	0	1	0
CapMyopathy2	cap myopathy 2			[{'predicate': 'subClassOf', 'target': 'CapMyopathy'}]		MONDO:0800342	A specific type of muscle disorder that falls under the broader category of Cap myopathy	0.0	0.0	0.0	0.0	0.0	0	0	1	0
