# model_name: gpt-4
# embedding_model_name: 'openai:'
# generate_background: true
# task_started: '2023-09-01 11:14:28.367380'
# task_finished: null
# executed_on: 'Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT
#   2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64'
# agent: dae
# extractor: BasicExtractor
# method: null
# source_db_path: db
# target_db_path: db
# source_collection: ont_cl
# num_training: null
# num_testing: 50
# num_validation: 0
# stratified_collection:
#   source: null
#   training_set: null
#   testing_set: null
#   validation_set: null
#   training_set_collection: ont_cl_training
#   testing_set_collection: ont_cl_testing
#   validation_set_collection: null
# fields_to_mask:
# - id
# - original_id
# fields_to_predict:
# - definition
# report_path: null
# working_directory: results
# results: null
masked_id	feature_label	expected_definition	feature_aliases	feature_relationships	feature_logical_definition	masked_original_id	predicted_definition	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives
LungMigratoryDendriticCell	lung migratory dendritic cell	A dendritic cell that captures antigens in a lung and migrates to a lymph node or to the spleen to activate T cells.		[{'predicate': 'subClassOf', 'target': 'DendriticCell'}]		CL:4033045	A dendritic cell that originates, matures, and migrates within the lungs.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
ONBlueConeBipolarCell	ON-blue cone bipolar cell	An ON bipolar cell type with dendrites selectively contacting S-cones.		[{'predicate': 'subClassOf', 'target': 'ONBipolarCell'}]		CL:4033019	A specific type of ON Bipolar Cell that specializes in transmitting information about blue light intensity from blue cone photoreceptors to other cells within the retina. These neurons become activated with increases in blue light intensity.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DiffuseBipolar3aCell	diffuse bipolar 3a cell	An OFF calbindin-positive bipolar cell that has a large dendritic field and stratifies narrowly close to the middle of the inner plexiform layer. Its axon terminal is characterized by regularly branching and varicose processes resembling beads on a string. Most of DB3a contacts with cones are triad-associated.		[{'predicate': 'subClassOf', 'target': 'OFFBipolarCell'}]		CL:4033029	A specialized type of neuron cell predominantly found in the retina of the eye, part of the subclass Diffuse Bipolar Cell type 3a. This cell transmits light signals received by the retinal photoreceptor cells to other types of retinal cells for further processing, specifically signals at the 'off' region of light intensity. The structure of this cell involves dendrites that branch out diffusely, connecting with multiple photoreceptor cells simultaneously, enabling the cell to process contrast, fine details, and motion in the visual field. Conditions affecting these cells can lead to serious visual impairments.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
EarlySpermatid	early spermatid	A spermatid in an early stage of maturation that has a round morphology and is transcriptionally active.		[{'predicate': 'PartOf', 'target': 'MaleReproductiveSystem'}, {'predicate': 'CapableOf', 'target': 'SpermatidDevelopment'}, {'predicate': 'subClassOf', 'target': 'Spermatid'}]		CL:4030036	An early spermatid is a basic form of a sperm cell in the earlier stages of spermatogenesis, playing a vital role in the development and transformation into mature sperm.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
AirwaySubmucosalGlandDuctBasalCell	airway submucosal gland duct basal cell	A basal cell that is part of a duct of an airway submucosal gland.		[{'predicate': 'PartOf', 'target': 'AirwaySubmucosalGland'}, {'predicate': 'subClassOf', 'target': 'BasalCell'}]		CL:4033024	A specific type of basal cell that is part of an airway submucosal gland.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
PerichondrialFibroblast	perichondrial fibroblast	A fibroblast that is part of the fibrous layer of the perichondrium. This cell is responsible for collagen fiber production.		[{'predicate': 'PartOf', 'target': 'OuterFibrousLayerOfPerichondrium'}, {'predicate': 'subClassOf', 'target': 'Fibroblast'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Fibroblast'}, {'predicate': 'PartOf', 'target': 'OuterFibrousLayerOfPerichondrium'}]	CL:4033025	A fibroblast that is part of an outer fibrous layer of perichondrium.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
InvaginatingMidgetBipolarCell	invaginating midget bipolar cell	An ON bipolar cell with a small dendritic tree that forms most of the central (invaginating) elements opposite the synaptic ribbon at the cone triad.		[{'predicate': 'subClassOf', 'target': 'ONBipolarCell'}]		CL:4033034	A subtype of ON Bipolar Cells characterized by a unique dendritic structure that folds inwards into the synaptic terminal of photoreceptors. They are smaller in size compared to other bipolar cells and respond by increasing their activity in increments of brightness.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
EccentricMediumSpinyNeuron	eccentric medium spiny neuron	A medium spiny neuron that exhibits transcriptional divergence from direct and indirect spiny projection neurons, for example, enrichment in Casz1, Otof, Cacng5 and Pcdh8 noted in mice. Whilst in general medium spiny neurons have been found to be differentially distributed across the basal ganglia, the eccentric medium spiny neuron cell type has been found to be more evenly distributed throughout cerebral nuclei.		[{'predicate': 'subClassOf', 'target': 'MediumSpinyNeuron'}]		CL:4030057	A subtype of Medium Spiny Neurons characterized by atypical or 'eccentric' behavior or structure. Role and functions within the striatum are not clearly specified and may vary.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
D1D2HybridMediumSpinyNeuron	D1/D2-hybrid medium spiny neuron	A medium spiny neuron that expresses both DRD1 and DRD2 and is part of an extra-striosomal part of dorsal striatum.		[{'predicate': 'HasSomaLocation', 'target': 'DorsalStriatum'}, {'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}, {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}, {'predicate': 'subClassOf', 'target': 'MediumSpinyNeuron'}]		CL:4030050	A medium spiny neuron located in the dorsal striatum that expresses both D1A and D2 dopamine receptors.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
MetallothioneinPositiveAlveolarMacrophage	metallothionein-positive alveolar macrophage	An alveolar macrophage that expresses metallothionein.		[{'predicate': 'subClassOf', 'target': 'AlveolarMacrophage'}]		CL:4033042	A specialized type of alveolar macrophage that has a positive response to metallothionein, a family of proteins capable of binding heavy metals. They are part of the immune system, particularly in the lungs where they reside in the alveoli, and protect the lungs from harmful metal pollutants.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
DiffuseBipolar6Cell	diffuse bipolar 6 cell	An ON diffuse bipolar cell that has a large dendritic field and large axon terminals, which show little or no overlap. This cell predominantly connects to narrow thorny ganglion cells.		[{'predicate': 'subClassOf', 'target': 'ONBipolarCell'}]		CL:4033032	A subclass of ONBipolarCell that may have special characteristics or functions within this broader class, potentially related to the way they process or transmit signals. The 'diffuse' element in its terminology might suggest that this cell covers its receptive field in a broad manner. However, specific details about the diffuse bipolar 6 cell may vary depending on the context, such as a specific research study, a type of species, or a specific area of the retina.	0.0	0.0	0.0	0.0	0.0	0	0	1	1
